TIME,DATA_VALUE,ITEM_NAME,UNIT
20220323,3.073,"회사채(3년, AA-)",연%
20220324,3.104,"회사채(3년, AA-)",연%
20220325,3.163,"회사채(3년, AA-)",연%
20220328,3.394,"회사채(3년, AA-)",연%
20220329,3.361,"회사채(3년, AA-)",연%
20220330,3.291,"회사채(3년, AA-)",연%
20220331,3.34,"회사채(3년, AA-)",연%
20220401,3.458,"회사채(3년, AA-)",연%
20220404,3.499,"회사채(3년, AA-)",연%
20220405,3.542,"회사채(3년, AA-)",연%
20220406,3.592,"회사채(3년, AA-)",연%
20220407,3.562,"회사채(3년, AA-)",연%
20220408,3.636,"회사채(3년, AA-)",연%
20220411,3.813,"회사채(3년, AA-)",연%
20220412,3.774,"회사채(3년, AA-)",연%
20220413,3.688,"회사채(3년, AA-)",연%
20220414,3.583,"회사채(3년, AA-)",연%
20220415,3.64,"회사채(3년, AA-)",연%
20220418,3.689,"회사채(3년, AA-)",연%
20220419,3.671,"회사채(3년, AA-)",연%
20220420,3.662,"회사채(3년, AA-)",연%
20220421,3.647,"회사채(3년, AA-)",연%
20220422,3.688,"회사채(3년, AA-)",연%
20220425,3.602,"회사채(3년, AA-)",연%
20220426,3.584,"회사채(3년, AA-)",연%
20220427,3.595,"회사채(3년, AA-)",연%
20220428,3.636,"회사채(3년, AA-)",연%
20220429,3.68,"회사채(3년, AA-)",연%
20220502,3.794,"회사채(3년, AA-)",연%
20220503,3.855,"회사채(3년, AA-)",연%
20220504,3.887,"회사채(3년, AA-)",연%
20220506,3.873,"회사채(3년, AA-)",연%
20220509,3.8,"회사채(3년, AA-)",연%
20220510,3.783,"회사채(3년, AA-)",연%
20220511,3.691,"회사채(3년, AA-)",연%
20220512,3.657,"회사채(3년, AA-)",연%
20220513,3.673,"회사채(3년, AA-)",연%
20220516,3.781,"회사채(3년, AA-)",연%
20220517,3.784,"회사채(3년, AA-)",연%
20220518,3.832,"회사채(3년, AA-)",연%
20220519,3.821,"회사채(3년, AA-)",연%
20220520,3.784,"회사채(3년, AA-)",연%
20220523,3.796,"회사채(3년, AA-)",연%
20220524,3.742,"회사채(3년, AA-)",연%
20220525,3.72,"회사채(3년, AA-)",연%
20220526,3.733,"회사채(3년, AA-)",연%
20220527,3.728,"회사채(3년, AA-)",연%
20220530,3.724,"회사채(3년, AA-)",연%
20220531,3.807,"회사채(3년, AA-)",연%
20220602,3.897,"회사채(3년, AA-)",연%
20220603,3.896,"회사채(3년, AA-)",연%
20220607,4.001,"회사채(3년, AA-)",연%
20220608,3.982,"회사채(3년, AA-)",연%
20220609,3.958,"회사채(3년, AA-)",연%
20220610,3.996,"회사채(3년, AA-)",연%
20220613,4.222,"회사채(3년, AA-)",연%
20220614,4.27,"회사채(3년, AA-)",연%
20220615,4.371,"회사채(3년, AA-)",연%
20220616,4.437,"회사채(3년, AA-)",연%
20220617,4.468,"회사채(3년, AA-)",연%
20220620,4.414,"회사채(3년, AA-)",연%
20220621,4.402,"회사채(3년, AA-)",연%
20220622,4.275,"회사채(3년, AA-)",연%
20220623,4.363,"회사채(3년, AA-)",연%
20220624,4.297,"회사채(3년, AA-)",연%
20220627,4.344,"회사채(3년, AA-)",연%
20220628,4.339,"회사채(3년, AA-)",연%
20220629,4.359,"회사채(3년, AA-)",연%
20220630,4.361,"회사채(3년, AA-)",연%
20220701,4.257,"회사채(3년, AA-)",연%
20220704,4.247,"회사채(3년, AA-)",연%
20220705,4.128,"회사채(3년, AA-)",연%
20220706,4.086,"회사채(3년, AA-)",연%
20220707,4.113,"회사채(3년, AA-)",연%
20220708,4.186,"회사채(3년, AA-)",연%
20220711,4.198,"회사채(3년, AA-)",연%
20220712,4.158,"회사채(3년, AA-)",연%
20220713,4.094,"회사채(3년, AA-)",연%
20220714,4.139,"회사채(3년, AA-)",연%
20220715,4.091,"회사채(3년, AA-)",연%
20220718,4.104,"회사채(3년, AA-)",연%
20220719,4.092,"회사채(3년, AA-)",연%
20220720,4.197,"회사채(3년, AA-)",연%
20220721,4.202,"회사채(3년, AA-)",연%
20220722,4.135,"회사채(3년, AA-)",연%
20220725,4.082,"회사채(3년, AA-)",연%
20220726,4.063,"회사채(3년, AA-)",연%
20220727,4.033,"회사채(3년, AA-)",연%
20220728,4.082,"회사채(3년, AA-)",연%
20220729,3.969,"회사채(3년, AA-)",연%
20220801,4.043,"회사채(3년, AA-)",연%
20220802,3.983,"회사채(3년, AA-)",연%
20220803,4.045,"회사채(3년, AA-)",연%
20220804,4.091,"회사채(3년, AA-)",연%
20220805,4.056,"회사채(3년, AA-)",연%
20220808,4.113,"회사채(3년, AA-)",연%
20220809,4.119,"회사채(3년, AA-)",연%
20220810,4.133,"회사채(3년, AA-)",연%
20220811,4.111,"회사채(3년, AA-)",연%
20220812,4.159,"회사채(3년, AA-)",연%
20220816,4.057,"회사채(3년, AA-)",연%
20220817,4.076,"회사채(3년, AA-)",연%
20220818,4.114,"회사채(3년, AA-)",연%
20220819,4.186,"회사채(3년, AA-)",연%
20220822,4.235,"회사채(3년, AA-)",연%
20220823,4.27,"회사채(3년, AA-)",연%
20220824,4.298,"회사채(3년, AA-)",연%
20220825,4.507,"회사채(3년, AA-)",연%
20220826,4.499,"회사채(3년, AA-)",연%
20220829,4.621,"회사채(3년, AA-)",연%
20220830,4.618,"회사채(3년, AA-)",연%
20220831,4.658,"회사채(3년, AA-)",연%
20220901,4.747,"회사채(3년, AA-)",연%
20220902,4.655,"회사채(3년, AA-)",연%
20220905,4.596,"회사채(3년, AA-)",연%
20220906,4.662,"회사채(3년, AA-)",연%
20220907,4.668,"회사채(3년, AA-)",연%
20220908,4.541,"회사채(3년, AA-)",연%
20220913,4.525,"회사채(3년, AA-)",연%
20220914,4.579,"회사채(3년, AA-)",연%
20220915,4.759,"회사채(3년, AA-)",연%
